Feature,Coefficient_L2,Coefficient_L1
diff_NetRtg,-0.048751456204156524,0.14803562532475592
diff_ORtg,0.20838833423131656,0.014433609621465024
diff_DRtg,-0.19314449347584536,0.0
diff_AdjT,0.00037472361711792483,0.0
diff_Luck,1.8172946832638965,4.367397891844141
diff_Strength_of_Schedule_NetRtg,-0.012588002013972345,0.0
diff_Strength_of_Schedule_ORtg,0.14052627243409233,0.12308626707715861
diff_Strength_of_Schedule_DRtg,0.08588890448357894,0.08684680687740334
diff_NCSOS_NetRtg,0.001198574897169599,0.0011190719628285982
