Observation,Cooks_Distance
573,9.316635833019172e-07
574,0.0007089518611745331
575,0.0014251133068879768
576,0.001104392521081765
577,0.00018721925915040987
578,0.00529105477154868
579,0.0002502250982783153
580,0.001254387094067467
581,0.003945252712573252
582,3.1810174663020877e-07
583,5.1469968006316886e-05
584,0.004052586351914201
585,4.81388419399205e-06
586,0.0017059186426952287
587,3.888750514185965e-07
588,0.00015463247528092245
589,2.3395559731159627e-05
590,0.00014237546244308803
591,0.0003038002173101849
592,0.0006346117986989065
593,2.7637089304520926e-07
594,0.0061344948485896975
595,9.644628161828894e-05
596,0.0028636198616255916
597,3.854050131284912e-05
598,4.089795204377615e-06
599,0.0003163780157935931
600,0.00011826049177327097
601,4.983744962956481e-05
602,0.0025323698679602952
603,0.00035219628056976175
604,0.00024918206404183734
605,0.0005827869114862949
606,4.034414993271388e-07
607,0.0007297995986547707
608,0.0005082768559163698
609,0.004951641565281055
610,2.253929138307138e-05
611,0.0007734021883474219
612,1.6312790454228889e-06
613,0.0015194408601915984
614,0.001557055209240446
615,0.000253796212812163
616,0.00453632660065666
617,0.0017103838825280593
618,0.0024099996359309385
619,0.002444854759536275
620,0.00015591163433275563
621,0.002774157520934572
622,3.978996465484563e-06
623,3.8443218838888015e-06
624,8.456574418286586e-05
625,0.0028142877558273625
626,0.00018250751517283364
627,0.0012088247039372876
628,0.0010962060726086846
629,0.0007363235800535155
630,0.0018773858083038172
631,2.6691969504313256e-05
632,3.2383439386842683e-06
633,0.0004232042282517394
634,0.0013365674421709983
635,0.0006599896125135195
636,1.1006847155938783e-06
637,0.0006957511949578386
638,0.00017659429483198296
639,2.700542524129299e-05
640,0.00041892969295067114
641,0.0002524287866987165
642,3.6477943097438335e-06
643,0.00010268163764604014
644,0.0005946279743997975
645,0.000874904933506339
646,0.0012859592410171324
647,0.004200257585396388
648,0.00035313416493738917
649,0.0003551907530137711
650,4.2993136747778886e-07
651,0.0020098603884980168
652,0.0018139003020198718
653,1.9345532489183686e-05
654,0.0012139410841737694
655,6.8878681544938634e-06
656,2.6593156697101462e-05
657,0.00011230617310616408
658,0.00046932634890388907
659,0.00028333640034425815
660,9.484718637197618e-05
661,0.0038234284481151017
662,0.0001810917386832799
663,9.034617398727504e-06
664,0.0006988149661493872
665,0.0001983084767757675
666,0.00013753026821284136
667,0.001776441224429897
668,0.0012922322776264428
669,2.2702481630025155e-06
670,0.00010658118378827708
671,0.0009065815003635383
672,0.00013133408835561876
673,0.000303749561997035
674,0.00020054982733055523
675,0.0011455384307971193
676,0.01943613336474858
677,0.000191643540096616
678,0.004051983491828561
679,0.0014254894225630202
680,0.000177997988849968
681,0.006683112622315387
682,2.3102293860812021e-07
683,3.4734726980573874e-05
684,1.57664957466143e-05
685,0.0011806977752076273
686,0.00017084428778302248
687,0.0002528346215180062
688,0.0004497336514858387
689,0.0005412342345009678
690,9.87695375039567e-07
691,0.00115349285370042
692,0.006016065095060008
693,4.1950122826996624e-05
694,0.0009025112114461938
695,3.5886091537084954e-05
696,0.0013917874724374269
697,3.874220624488316e-05
698,7.122084052663794e-05
699,0.000404303981421125
700,0.0003830738272215181
701,0.00021304041721279367
702,0.00011241392909291737
703,0.00023094935885265328
704,4.460288078397267e-06
705,0.0014197283760030675
706,0.0003076412259486352
707,0.00031812238887356237
708,0.001604343433751429
709,3.703150894618965e-07
710,0.003931592875010702
711,0.00039687366003178715
712,1.4712010910357545e-05
713,0.0022844703235263505
714,2.630650803031991e-06
715,3.956953730985078e-05
716,0.0004438194239485862
717,0.00015339432530800306
718,1.0779135858464572e-05
719,0.002382921726401443
720,0.0005499190008654754
721,0.0005619498434958344
722,7.265543407394636e-06
723,0.005171167873227893
724,2.7911347840967446e-05
725,5.7317900729834286e-05
726,0.0003004023837970429
727,0.00016159609112753744
728,0.0002878560057946505
729,0.003180033220034991
730,0.00026306275298352145
731,0.00042873382540810313
732,1.9987555905512366e-07
733,0.0020625814602065586
734,0.0001712865384676647
735,0.0008298258772427528
736,0.008963921490144732
737,1.6617348026069973e-06
738,0.0002560502464816219
739,5.076894618216911e-05
740,0.0002620828866512157
741,0.002409231990116571
742,0.002804032829027063
743,4.848611984585378e-07
744,0.0026220941742178773
745,0.001888037718215121
746,0.0006653786942943703
747,0.0002975830148980444
748,9.35065984246602e-08
749,0.00010815473351413857
750,0.006760675491320138
751,0.0006191163223621265
752,0.0010882048194941927
753,0.00012795718886471423
754,0.00010479094805604763
755,0.00035200394425486206
756,0.00698852438389877
757,9.413493864887856e-05
758,5.477177129550926e-05
759,0.0002216563060507758
760,0.0023131837332845584
761,0.004997020627346466
762,0.00023957106120652303
763,1.4083761031857486e-05
764,8.42913915761666e-06
765,1.6826566129508318e-05
766,0.00017402879390238614
767,0.000732969645940052
768,0.0014320080651665508
769,5.762869165712262e-05
770,0.0005847969173111751
771,0.00044708332984441104
772,0.0002928298885375962
773,0.00027718467620639175
774,0.0015062380811866592
775,0.0003672337593425475
776,1.4436665842499476e-05
777,0.0007448447708027526
778,1.7269423689897867e-05
779,0.0005245133527439935
780,0.0004411935037401277
781,3.5839862855233614e-07
782,0.005824943824582734
783,0.0004594608776682566
784,1.0532060281182737e-05
785,0.0005326608039335535
786,1.008691845748313e-05
787,0.0001489140088166603
788,7.348619586886451e-05
789,0.002913801831338098
790,0.0006496534607851791
791,0.0002674379654481198
792,0.0005303505845476159
793,2.9386626081602546e-05
794,0.0002208052423447526
795,1.4591999013165866e-05
796,3.4738814707803967e-06
797,0.0003976254154038343
798,0.0007172703416148868
799,0.007221014132610004
800,0.0015112186923181778
801,8.55158678724932e-05
802,0.0007298177888161682
803,0.00022811994551337543
804,0.0012784923856590876
805,6.024765330008298e-06
806,0.00012617000546567004
807,0.00025375954055596543
808,0.0005701907464083346
809,0.0041278337980603114
810,0.0014173233611626714
811,0.0007419087792558747
812,0.0016849729029868575
813,0.0004207267397401472
814,0.0009697086533977641
815,0.00021588667278910602
816,0.0006626271122909322
817,3.374487927503082e-05
818,0.0022191247796795326
819,0.0017707759642308393
820,2.400836547767967e-06
821,0.0005910286832619835
822,0.0002148180002148946
823,1.1771938235352457e-05
824,0.00011726690697520383
825,0.0008374576956980548
826,0.004786901149839664
827,0.00022808464425557994
828,0.0020763471638096482
829,0.001420051544962896
830,0.004488853646191679
831,0.0008361401125214437
832,0.006433660733133234
833,0.0003178204777108411
834,0.002947863102773904
835,0.004613551363626797
836,0.00014280176330898694
837,1.2951438822968967e-06
838,0.0005889723802229735
839,0.0001738233790982104
840,1.977338438917964e-05
841,6.564911956581829e-05
842,0.006158467596355367
843,0.00015565792911071785
844,0.00015045823266201814
845,0.002169917766527079
846,0.0008420373941289156
