Year,Region,Round,Game,Team_A,Team_A_Seed,Team_A_Score,Team_B,Team_B_Seed,Team_B_Score,Winner,Team_A_Rank,Team_A_Conference,Team_A_W-L,Team_A_NetRtg,Team_A_ORtg,Team_A_DRtg,Team_A_AdjT,Team_A_Luck,Team_A_Strength_of_Schedule_NetRtg,Team_A_Strength_of_Schedule_ORtg,Team_A_Strength_of_Schedule_DRtg,Team_A_NCSOS_NetRtg,Team_B_Rank,Team_B_Conference,Team_B_W-L,Team_B_NetRtg,Team_B_ORtg,Team_B_DRtg,Team_B_AdjT,Team_B_Luck,Team_B_Strength_of_Schedule_NetRtg,Team_B_Strength_of_Schedule_ORtg,Team_B_Strength_of_Schedule_DRtg,Team_B_NCSOS_NetRtg,NetRtg_diff,ORtg_diff,DRtg_diff,AdjT_diff,Luck_diff,Strength_of_Schedule_NetRtg_diff,diff_NetRtg,diff_ORtg,diff_DRtg,diff_AdjT,diff_Luck,diff_Strength_of_Schedule_NetRtg,diff_Strength_of_Schedule_ORtg,diff_Strength_of_Schedule_DRtg,diff_NCSOS_NetRtg
2014,West,1,3,Oklahoma,5,75.0,North Dakota State,12,80.0,0.0,30,B12,23-10,17.9,117.9,100.0,69.6,-0.022,9.13,110.2,101.0,0.5,61,Sum,26-7,11.76,115.5,103.7,62.3,0.089,1.38,106.8,105.4,5.32,6.139999999999999,2.4000000000000057,-3.700000000000003,7.299999999999997,-0.1109999999999999,7.750000000000001,6.139999999999999,2.4000000000000057,-3.700000000000003,7.299999999999997,-0.11099999999999999,7.750000000000001,3.4000000000000057,-4.400000000000006,-4.82
2014,West,1,5,Baylor,6,74.0,Nebraska,11,60.0,1.0,26,B12,26-12,19.39,118.9,99.5,61.3,0.012,10.31,111.0,100.6,-0.36,56,B10,19-13,12.64,108.8,96.1,64.7,0.047,9.3,108.4,99.1,-1.95,6.75,10.100000000000009,3.4000000000000057,-3.4000000000000057,-0.035,1.0099999999999998,6.75,10.100000000000009,3.4000000000000057,-3.4000000000000057,-0.035,1.0099999999999998,2.5999999999999943,1.5,1.5899999999999999
2014,West,1,7,Oregon,7,87.0,BYU,10,68.0,1.0,28,P12,24-10,19.02,118.9,99.9,67.5,-0.037,7.39,109.1,101.8,-1.18,49,WCC,23-12,13.77,114.5,100.7,70.8,-0.004,6.59,109.6,103.0,8.43,5.25,4.400000000000006,-0.7999999999999972,-3.299999999999997,-0.033,0.7999999999999998,5.25,4.400000000000006,-0.7999999999999972,-3.299999999999997,-0.033,0.7999999999999998,-0.5,-1.2000000000000028,-9.61
2014,West,1,8,Wisconsin,2,75.0,American,15,35.0,1.0,5,B10,30-8,25.89,122.0,96.1,62.4,0.019,11.44,110.2,98.8,3.33,120,Pat,20-13,4.57,103.4,98.9,59.7,0.007,-2.59,103.6,106.2,-0.1,21.32,18.599999999999994,-2.800000000000012,2.699999999999996,0.012,14.03,21.32,18.599999999999994,-2.8000000000000114,2.6999999999999957,0.012,14.03,6.6000000000000085,-7.400000000000006,3.43
2014,West,2,1,Arizona,1,84.0,Gonzaga,8,61.0,1.0,2,P12,33-5,30.11,116.5,86.4,62.8,0.014,9.3,109.9,100.6,1.62,24,WCC,29-7,20.14,114.0,93.8,65.0,0.016,5.05,109.0,103.9,2.2,9.97,2.5,-7.399999999999991,-2.200000000000003,-0.002,4.250000000000001,9.969999999999999,2.5,-7.3999999999999915,-2.200000000000003,-0.002,4.250000000000001,0.9000000000000057,-3.3000000000000114,-0.5800000000000001
2014,West,2,3,Baylor,6,85.0,Creighton,3,55.0,1.0,26,B12,26-12,19.39,118.9,99.5,61.3,0.012,10.31,111.0,100.6,-0.36,17,BE,27-8,21.72,124.2,102.5,63.6,0.024,7.5,108.5,101.0,1.31,-2.3299999999999983,-5.299999999999997,-3.0,-2.3000000000000043,-0.012,2.8100000000000005,-2.3299999999999983,-5.299999999999997,-3.0,-2.3000000000000043,-0.012,2.8100000000000005,2.5,-0.4000000000000057,-1.67
2014,West,2,4,Oregon,7,77.0,Wisconsin,2,85.0,0.0,28,P12,24-10,19.02,118.9,99.9,67.5,-0.037,7.39,109.1,101.8,-1.18,5,B10,30-8,25.89,122.0,96.1,62.4,0.019,11.44,110.2,98.8,3.33,-6.870000000000001,-3.0999999999999943,3.8000000000000114,5.100000000000001,-0.0559999999999999,-4.05,-6.870000000000001,-3.0999999999999943,3.8000000000000114,5.100000000000001,-0.055999999999999994,-4.05,-1.1000000000000085,3.0,-4.51
2014,West,3,2,Baylor,6,52.0,Wisconsin,2,69.0,0.0,26,B12,26-12,19.39,118.9,99.5,61.3,0.012,10.31,111.0,100.6,-0.36,5,B10,30-8,25.89,122.0,96.1,62.4,0.019,11.44,110.2,98.8,3.33,-6.5,-3.0999999999999943,3.4000000000000057,-1.1000000000000014,-0.0069999999999999,-1.129999999999999,-6.5,-3.0999999999999943,3.4000000000000057,-1.1000000000000014,-0.006999999999999999,-1.129999999999999,0.7999999999999972,1.7999999999999972,-3.69
2014,West,4,1,Arizona,1,63.0,Wisconsin,2,64.0,0.0,2,P12,33-5,30.11,116.5,86.4,62.8,0.014,9.3,109.9,100.6,1.62,5,B10,30-8,25.89,122.0,96.1,62.4,0.019,11.44,110.2,98.8,3.33,4.219999999999999,-5.5,-9.699999999999989,0.3999999999999986,-0.0049999999999999,-2.139999999999999,4.219999999999999,-5.5,-9.699999999999989,0.3999999999999986,-0.004999999999999999,-2.139999999999999,-0.29999999999999716,1.7999999999999972,-1.71
2014,National,1,2,Wisconsin,2,73.0,Kentucky,8,74.0,0.0,5,B10,30-8,25.89,122.0,96.1,62.4,0.019,11.44,110.2,98.8,3.33,13,SEC,29-11,22.55,118.3,95.8,64.0,-0.025,10.73,110.5,99.8,4.19,3.34,3.700000000000003,0.2999999999999971,-1.6000000000000014,0.044,0.7099999999999991,3.34,3.700000000000003,0.29999999999999716,-1.6000000000000014,0.044,0.7099999999999991,-0.29999999999999716,-1.0,-0.8600000000000003
2015,East,1,1,Villanova,1,93.0,Lafayette,16,52.0,1.0,5,BE,33-3,30.65,122.7,92.0,64.2,0.031,7.67,108.2,100.6,0.23,193,Pat,20-13,-2.14,112.9,115.1,64.6,0.097,-4.01,103.0,107.0,-0.45,32.79,9.799999999999995,-23.099999999999994,-0.3999999999999915,-0.066,11.68,32.79,9.799999999999997,-23.099999999999994,-0.3999999999999915,-0.066,11.68,5.200000000000003,-6.400000000000006,0.68
2015,East,1,2,NC State,8,66.0,LSU,9,65.0,1.0,32,ACC,22-14,15.93,114.9,98.9,64.1,-0.003,9.84,109.3,99.5,-0.65,49,SEC,22-11,13.76,108.9,95.1,69.3,-0.043,5.09,106.2,101.2,-4.77,2.17,6.0,3.8000000000000114,-5.200000000000003,0.0399999999999999,4.75,2.17,6.0,3.8000000000000114,-5.200000000000003,0.039999999999999994,4.75,3.0999999999999943,-1.7000000000000028,4.119999999999999
2015,East,1,3,Northern Iowa,5,71.0,Wyoming,12,54.0,1.0,18,MVC,31-4,20.98,116.3,95.3,58.2,0.018,1.42,104.4,103.0,0.61,109,MWC,25-10,5.67,104.8,99.1,59.1,0.083,-1.04,103.0,104.1,-10.31,15.31,11.5,-3.799999999999997,-0.8999999999999986,-0.065,2.46,15.31,11.5,-3.799999999999997,-0.8999999999999986,-0.065,2.46,1.4000000000000057,-1.0999999999999943,10.92
2015,East,1,5,Providence,6,53.0,Dayton,11,66.0,0.0,27,BE,22-12,16.72,112.6,95.9,65.2,0.038,10.26,109.7,99.4,2.18,42,A10,27-9,14.24,109.2,95.0,63.4,0.022,3.39,105.4,102.0,0.07,2.479999999999998,3.3999999999999915,0.9000000000000057,1.8000000000000045,0.016,6.869999999999999,2.4799999999999986,3.3999999999999915,0.9000000000000057,1.8000000000000043,0.016,6.869999999999999,4.299999999999997,-2.5999999999999943,2.1100000000000003
2015,East,1,8,Virginia,2,79.0,Belmont,15,67.0,1.0,6,ACC,30-4,30.06,115.6,85.5,58.0,0.023,8.21,108.5,100.3,0.46,142,OVC,22-11,2.27,110.2,107.9,66.9,0.065,-3.33,102.4,105.7,-1.68,27.79,5.399999999999992,-22.40000000000001,-8.900000000000006,-0.042,11.54,27.79,5.3999999999999915,-22.400000000000006,-8.900000000000006,-0.042,11.540000000000001,6.099999999999994,-5.400000000000006,2.14
2015,East,2,1,Villanova,1,68.0,NC State,8,71.0,0.0,5,BE,33-3,30.65,122.7,92.0,64.2,0.031,7.67,108.2,100.6,0.23,32,ACC,22-14,15.93,114.9,98.9,64.1,-0.003,9.84,109.3,99.5,-0.65,14.72,7.799999999999997,-6.900000000000006,0.1000000000000085,0.034,-2.17,14.719999999999999,7.799999999999997,-6.900000000000006,0.10000000000000853,0.034,-2.17,-1.0999999999999943,1.0999999999999943,0.88
2015,East,2,2,Northern Iowa,5,53.0,Louisville,4,66.0,0.0,18,MVC,31-4,20.98,116.3,95.3,58.2,0.018,1.42,104.4,103.0,0.61,17,ACC,27-9,21.21,110.2,88.9,64.6,0.027,9.69,109.5,99.8,-2.36,-0.2300000000000004,6.099999999999994,6.399999999999992,-6.399999999999992,-0.009,-8.27,-0.23000000000000043,6.099999999999994,6.3999999999999915,-6.3999999999999915,-0.009000000000000001,-8.27,-5.099999999999994,3.200000000000003,2.9699999999999998
2015,East,2,3,Dayton,11,66.0,Oklahoma,3,72.0,0.0,42,A10,27-9,14.24,109.2,95.0,63.4,0.022,3.39,105.4,102.0,0.07,11,B12,24-11,22.8,112.5,89.7,66.7,-0.045,11.0,110.2,99.2,1.05,-8.56,-3.299999999999997,5.299999999999997,-3.3000000000000043,0.067,-7.609999999999999,-8.56,-3.299999999999997,5.299999999999997,-3.3000000000000043,0.067,-7.609999999999999,-4.799999999999997,2.799999999999997,-0.98
2015,East,3,1,NC State,8,65.0,Louisville,4,75.0,0.0,32,ACC,22-14,15.93,114.9,98.9,64.1,-0.003,9.84,109.3,99.5,-0.65,17,ACC,27-9,21.21,110.2,88.9,64.6,0.027,9.69,109.5,99.8,-2.36,-5.280000000000001,4.700000000000003,10.0,-0.5,-0.03,0.1500000000000003,-5.280000000000001,4.700000000000003,10.0,-0.5,-0.03,0.15000000000000036,-0.20000000000000284,-0.29999999999999716,1.71
2015,Midwest,1,1,Kentucky,1,79.0,Hampton,16,56.0,1.0,1,SEC,38-1,36.91,121.3,84.4,62.4,0.048,8.58,108.7,100.1,3.13,251,MEAC,17-18,-7.4,96.6,104.0,69.2,0.031,-7.48,99.5,106.9,-0.55,44.31,24.700000000000003,-19.599999999999994,-6.800000000000004,0.017,16.060000000000002,44.309999999999995,24.700000000000003,-19.599999999999994,-6.800000000000004,0.017,16.060000000000002,9.200000000000003,-6.800000000000011,3.6799999999999997
2015,Midwest,1,2,Cincinnati,8,66.0,Purdue,9,65.0,1.0,43,Amer,23-11,14.15,108.2,94.0,59.8,-0.016,3.39,104.9,101.5,1.69,44,B10,21-13,13.96,110.9,97.0,64.3,-0.006,7.45,109.0,101.6,-2.75,0.1899999999999995,-2.700000000000003,-3.0,-4.5,-0.01,-4.0600000000000005,0.1899999999999995,-2.700000000000003,-3.0,-4.5,-0.01,-4.0600000000000005,-4.099999999999994,-0.09999999999999432,4.4399999999999995
2015,Midwest,1,3,West Virginia,5,68.0,Buffalo,12,62.0,1.0,25,B12,25-10,17.64,112.6,94.9,67.9,0.087,9.56,108.9,99.3,-2.65,58,MAC,23-10,11.87,111.3,99.4,68.3,0.001,1.83,106.0,104.2,0.81,5.770000000000001,1.2999999999999972,-4.5,-0.3999999999999915,0.086,7.73,5.770000000000001,1.2999999999999972,-4.5,-0.3999999999999915,0.086,7.73,2.9000000000000057,-4.900000000000006,-3.46
2015,Midwest,1,4,Maryland,4,65.0,Valparaiso,13,62.0,1.0,33,B10,28-7,15.68,111.3,95.7,63.9,0.127,7.15,108.3,101.1,-3.33,64,Horz,28-6,11.13,107.4,96.3,62.3,0.053,-2.06,104.2,106.3,-3.69,4.549999999999999,3.899999999999992,-0.5999999999999943,1.6000000000000014,0.074,9.21,4.549999999999999,3.8999999999999915,-0.5999999999999943,1.6000000000000014,0.07400000000000001,9.21,4.099999999999994,-5.200000000000003,0.3599999999999999
2015,Midwest,1,5,Butler,6,56.0,Texas,11,48.0,1.0,20,BE,23-11,20.09,110.2,90.1,63.2,-0.023,9.72,110.6,100.9,0.69,24,B12,20-14,18.94,112.4,93.4,62.0,-0.079,9.52,108.3,98.8,-2.47,1.1499999999999986,-2.200000000000003,-3.300000000000012,1.2000000000000028,0.056,0.200000000000001,1.1499999999999986,-2.200000000000003,-3.3000000000000114,1.2000000000000028,0.056,0.20000000000000107,2.299999999999997,2.1000000000000085,3.16
2015,Midwest,1,6,Notre Dame,3,69.0,Northeastern,14,65.0,1.0,9,ACC,32-6,24.96,125.4,100.4,63.4,0.062,7.59,107.7,100.1,-11.62,117,CAA,23-12,5.12,108.3,103.1,63.3,0.025,-1.29,104.5,105.7,1.8,19.84,17.10000000000001,-2.6999999999999886,0.1000000000000014,0.037,8.879999999999999,19.84,17.10000000000001,-2.6999999999999886,0.10000000000000142,0.037,8.879999999999999,3.200000000000003,-5.6000000000000085,-13.42
2015,Midwest,1,8,Kansas,2,75.0,New Mexico State,15,56.0,1.0,12,B12,27-9,22.72,114.5,91.8,67.0,0.07,13.17,110.6,97.4,9.57,98,WAC,23-11,6.63,107.4,100.8,63.0,-0.042,-5.37,101.1,106.5,1.78,16.09,7.099999999999994,-9.0,4.0,0.112,18.54,16.09,7.099999999999994,-9.0,4.0,0.11200000000000002,18.54,9.5,-9.099999999999994,7.79
2015,Midwest,2,1,Kentucky,1,64.0,Cincinnati,8,51.0,1.0,1,SEC,38-1,36.91,121.3,84.4,62.4,0.048,8.58,108.7,100.1,3.13,43,Amer,23-11,14.15,108.2,94.0,59.8,-0.016,3.39,104.9,101.5,1.69,22.76,13.099999999999994,-9.599999999999994,2.6000000000000014,0.064,5.19,22.759999999999998,13.099999999999994,-9.599999999999994,2.6000000000000014,0.064,5.1899999999999995,3.799999999999997,-1.4000000000000057,1.44
2015,Midwest,2,2,West Virginia,5,69.0,Maryland,4,59.0,1.0,25,B12,25-10,17.64,112.6,94.9,67.9,0.087,9.56,108.9,99.3,-2.65,33,B10,28-7,15.68,111.3,95.7,63.9,0.127,7.15,108.3,101.1,-3.33,1.9600000000000009,1.2999999999999972,-0.7999999999999972,4.000000000000007,-0.04,2.41,1.9600000000000009,1.2999999999999972,-0.7999999999999972,4.000000000000007,-0.04000000000000001,2.41,0.6000000000000085,-1.7999999999999972,0.6800000000000002
2015,Midwest,2,3,Butler,6,64.0,Notre Dame,3,67.0,0.0,20,BE,23-11,20.09,110.2,90.1,63.2,-0.023,9.72,110.6,100.9,0.69,9,ACC,32-6,24.96,125.4,100.4,63.4,0.062,7.59,107.7,100.1,-11.62,-4.870000000000001,-15.200000000000005,-10.300000000000011,-0.1999999999999957,-0.0849999999999999,2.130000000000001,-4.870000000000001,-15.200000000000003,-10.300000000000011,-0.19999999999999574,-0.08499999999999999,2.130000000000001,2.8999999999999915,0.8000000000000114,12.309999999999999
2015,Midwest,3,1,Kentucky,1,78.0,West Virginia,5,39.0,1.0,1,SEC,38-1,36.91,121.3,84.4,62.4,0.048,8.58,108.7,100.1,3.13,25,B12,25-10,17.64,112.6,94.9,67.9,0.087,9.56,108.9,99.3,-2.65,19.27,8.700000000000003,-10.5,-5.500000000000007,-0.0389999999999999,-0.9800000000000004,19.269999999999996,8.700000000000003,-10.5,-5.500000000000007,-0.03899999999999999,-0.9800000000000004,-0.20000000000000284,0.7999999999999972,5.779999999999999
2015,Midwest,4,1,Kentucky,1,68.0,Notre Dame,3,66.0,1.0,1,SEC,38-1,36.91,121.3,84.4,62.4,0.048,8.58,108.7,100.1,3.13,9,ACC,32-6,24.96,125.4,100.4,63.4,0.062,7.59,107.7,100.1,-11.62,11.949999999999996,-4.1000000000000085,-16.0,-1.0,-0.0139999999999999,0.9900000000000002,11.949999999999996,-4.1000000000000085,-16.0,-1.0,-0.013999999999999999,0.9900000000000002,1.0,0.0,14.75
2015,South,1,1,Duke,1,85.0,Robert Morris,16,56.0,1.0,3,ACC,35-4,32.48,124.5,92.0,65.8,0.067,11.17,110.7,99.5,1.31,184,NEC,20-15,-1.39,103.1,104.5,65.4,0.055,-4.59,102.7,107.3,2.49,33.87,21.40000000000001,-12.5,0.3999999999999915,0.012,15.76,33.87,21.400000000000006,-12.5,0.3999999999999915,0.012000000000000004,15.76,8.0,-7.799999999999997,-1.1800000000000002
2015,South,1,3,Utah,5,57.0,Stephen F. Austin,12,50.0,1.0,8,P12,26-9,27.24,116.4,89.2,60.5,-0.054,8.19,108.8,100.6,0.6,51,Slnd,29-5,13.64,113.9,100.3,65.4,0.02,-5.56,102.2,107.7,0.63,13.599999999999998,2.5,-11.099999999999994,-4.900000000000006,-0.074,13.75,13.599999999999998,2.5,-11.099999999999994,-4.900000000000006,-0.074,13.75,6.599999999999994,-7.1000000000000085,-0.030000000000000027
2015,South,1,4,Georgetown,4,84.0,Eastern Washington,13,74.0,1.0,22,BE,22-11,19.13,114.3,95.1,64.0,-0.0,10.23,110.5,100.3,3.24,133,BSky,26-9,3.25,112.9,109.6,68.2,0.067,-3.75,104.2,108.0,3.94,15.88,1.3999999999999917,-14.5,-4.200000000000003,-0.067,13.98,15.879999999999999,1.3999999999999915,-14.5,-4.200000000000003,-0.067,13.98,6.299999999999997,-7.700000000000003,-0.6999999999999997
2015,South,1,5,SMU,6,59.0,UCLA,11,60.0,0.0,26,Amer,27-7,17.51,113.1,95.6,63.1,-0.004,2.52,105.3,102.8,0.99,40,P12,22-14,14.65,112.9,98.2,65.8,0.032,8.4,107.9,99.5,2.63,2.860000000000001,0.1999999999999886,-2.6000000000000085,-2.699999999999996,-0.036,-5.880000000000001,2.860000000000001,0.19999999999998863,-2.6000000000000085,-2.6999999999999957,-0.036000000000000004,-5.880000000000001,-2.6000000000000085,3.299999999999997,-1.64
2015,South,1,7,Iowa,7,83.0,Davidson,10,52.0,1.0,23,B10,22-12,19.02,114.2,95.1,63.7,-0.007,8.58,108.9,100.4,-1.58,36,A10,24-8,15.0,119.7,104.7,66.7,0.056,3.16,105.3,102.2,-3.78,4.02,-5.5,-9.600000000000009,-3.0,-0.063,5.42,4.02,-5.5,-9.600000000000009,-3.0,-0.063,5.42,3.6000000000000085,-1.7999999999999972,2.1999999999999997
2015,South,1,8,Gonzaga,2,86.0,North Dakota State,15,76.0,1.0,7,WCC,35-3,27.78,121.7,93.9,64.7,0.018,4.37,107.3,102.9,3.0,152,Sum,23-10,1.41,103.8,102.4,60.8,0.105,-4.21,102.9,107.1,-5.5,26.37,17.900000000000006,-8.5,3.9000000000000057,-0.087,8.58,26.37,17.900000000000006,-8.5,3.9000000000000057,-0.087,8.58,4.3999999999999915,-4.199999999999989,8.5
2015,South,2,2,Utah,5,75.0,Georgetown,4,64.0,1.0,8,P12,26-9,27.24,116.4,89.2,60.5,-0.054,8.19,108.8,100.6,0.6,22,BE,22-11,19.13,114.3,95.1,64.0,-0.0,10.23,110.5,100.3,3.24,8.11,2.1000000000000085,-5.899999999999992,-3.5,-0.054,-2.040000000000001,8.11,2.1000000000000085,-5.8999999999999915,-3.5,-0.054,-2.040000000000001,-1.7000000000000028,0.29999999999999716,-2.64
2015,South,2,3,UCLA,11,92.0,UAB,14,75.0,1.0,40,P12,22-14,14.65,112.9,98.2,65.8,0.032,8.4,107.9,99.5,2.63,135,CUSA,20-16,3.06,104.9,101.9,64.7,0.025,0.29,103.9,103.6,3.4,11.59,8.0,-3.700000000000003,1.0999999999999943,0.0069999999999999,8.110000000000001,11.59,8.0,-3.700000000000003,1.0999999999999943,0.006999999999999999,8.110000000000001,4.0,-4.099999999999994,-0.77
2015,South,2,4,Iowa,7,68.0,Gonzaga,2,87.0,0.0,23,B10,22-12,19.02,114.2,95.1,63.7,-0.007,8.58,108.9,100.4,-1.58,7,WCC,35-3,27.78,121.7,93.9,64.7,0.018,4.37,107.3,102.9,3.0,-8.760000000000002,-7.5,1.1999999999999886,-1.0,-0.0249999999999999,4.21,-8.760000000000002,-7.5,1.1999999999999886,-1.0,-0.024999999999999998,4.21,1.6000000000000085,-2.5,-4.58
2015,South,3,1,Duke,1,63.0,Utah,5,57.0,1.0,3,ACC,35-4,32.48,124.5,92.0,65.8,0.067,11.17,110.7,99.5,1.31,8,P12,26-9,27.24,116.4,89.2,60.5,-0.054,8.19,108.8,100.6,0.6,5.239999999999998,8.099999999999994,2.799999999999997,5.299999999999997,0.121,2.9800000000000004,5.239999999999998,8.099999999999994,2.799999999999997,5.299999999999997,0.121,2.9800000000000004,1.9000000000000057,-1.0999999999999943,0.7100000000000001
2015,South,3,2,UCLA,11,62.0,Gonzaga,2,74.0,0.0,40,P12,22-14,14.65,112.9,98.2,65.8,0.032,8.4,107.9,99.5,2.63,7,WCC,35-3,27.78,121.7,93.9,64.7,0.018,4.37,107.3,102.9,3.0,-13.13,-8.799999999999997,4.299999999999997,1.0999999999999943,0.014,4.03,-13.13,-8.799999999999997,4.299999999999997,1.0999999999999943,0.014000000000000002,4.03,0.6000000000000085,-3.4000000000000057,-0.3700000000000001
2015,South,4,1,Duke,1,66.0,Gonzaga,2,52.0,1.0,3,ACC,35-4,32.48,124.5,92.0,65.8,0.067,11.17,110.7,99.5,1.31,7,WCC,35-3,27.78,121.7,93.9,64.7,0.018,4.37,107.3,102.9,3.0,4.699999999999996,2.799999999999997,-1.9000000000000057,1.0999999999999943,0.049,6.8,4.699999999999996,2.799999999999997,-1.9000000000000057,1.0999999999999943,0.049,6.8,3.4000000000000057,-3.4000000000000057,-1.69
2015,West,1,1,Wisconsin,1,86.0,Coastal Carolina,16,72.0,1.0,2,B10,36-4,33.72,129.0,95.2,58.7,0.015,11.03,109.8,98.8,5.3,140,BSth,24-10,2.38,106.7,104.3,64.1,0.006,-6.45,102.2,108.6,-1.05,31.34,22.3,-9.099999999999994,-5.399999999999992,0.009,17.48,31.34,22.299999999999997,-9.099999999999994,-5.3999999999999915,0.009,17.48,7.599999999999994,-9.799999999999997,6.35
2015,West,1,3,Arkansas,5,56.0,Wofford,12,53.0,1.0,29,SEC,27-9,16.44,114.7,98.3,69.3,0.045,6.09,107.2,101.1,-3.44,96,SC,28-7,6.72,105.2,98.5,60.5,0.122,-3.98,104.0,108.0,6.79,9.720000000000002,9.5,-0.2000000000000028,8.799999999999997,-0.077,10.07,9.720000000000002,9.5,-0.20000000000000284,8.799999999999997,-0.077,10.07,3.200000000000003,-6.900000000000006,-10.23
2015,West,1,8,Arizona,2,93.0,Texas Southern,15,72.0,1.0,4,P12,34-4,32.36,119.9,87.5,65.8,-0.033,7.37,108.3,100.9,0.09,213,SWAC,22-13,-3.84,104.1,107.9,63.3,0.128,-6.74,100.0,106.8,15.16,36.2,15.800000000000011,-20.40000000000001,2.5,-0.161,14.11,36.2,15.800000000000011,-20.400000000000006,2.5,-0.161,14.11,8.299999999999997,-5.8999999999999915,-15.07
2015,West,2,1,Wisconsin,1,72.0,Oregon,8,65.0,1.0,2,B10,36-4,33.72,129.0,95.2,58.7,0.015,11.03,109.8,98.8,5.3,45,P12,26-10,13.88,115.2,101.3,66.6,0.119,7.28,108.4,101.1,-2.34,19.84,13.799999999999995,-6.099999999999994,-7.899999999999991,-0.104,3.749999999999999,19.839999999999996,13.799999999999997,-6.099999999999994,-7.8999999999999915,-0.104,3.749999999999999,1.3999999999999915,-2.299999999999997,7.64
2015,West,3,2,Xavier,6,60.0,Arizona,2,68.0,0.0,21,BE,23-14,19.49,116.6,97.1,65.0,-0.062,10.29,109.5,99.2,2.07,4,P12,34-4,32.36,119.9,87.5,65.8,-0.033,7.37,108.3,100.9,0.09,-12.87,-3.300000000000012,9.599999999999994,-0.7999999999999972,-0.0289999999999999,2.919999999999999,-12.870000000000001,-3.3000000000000114,9.599999999999994,-0.7999999999999972,-0.028999999999999998,2.919999999999999,1.2000000000000028,-1.7000000000000028,1.9799999999999998
2015,West,4,1,Wisconsin,1,85.0,Arizona,2,78.0,1.0,2,B10,36-4,33.72,129.0,95.2,58.7,0.015,11.03,109.8,98.8,5.3,4,P12,34-4,32.36,119.9,87.5,65.8,-0.033,7.37,108.3,100.9,0.09,1.3599999999999994,9.099999999999994,7.700000000000003,-7.099999999999994,0.048,3.6599999999999993,1.3599999999999994,9.099999999999994,7.700000000000003,-7.099999999999994,0.048,3.6599999999999993,1.5,-2.1000000000000085,5.21
2015,National,1,2,Kentucky,1,64.0,Wisconsin,1,71.0,0.0,1,SEC,38-1,36.91,121.3,84.4,62.4,0.048,8.58,108.7,100.1,3.13,2,B10,36-4,33.72,129.0,95.2,58.7,0.015,11.03,109.8,98.8,5.3,3.1899999999999977,-7.700000000000003,-10.799999999999995,3.699999999999996,0.033,-2.4499999999999997,3.1899999999999977,-7.700000000000003,-10.799999999999997,3.6999999999999957,0.033,-2.4499999999999993,-1.0999999999999943,1.2999999999999972,-2.17
2015,National,2,1,Duke,1,68.0,Wisconsin,1,63.0,1.0,3,ACC,35-4,32.48,124.5,92.0,65.8,0.067,11.17,110.7,99.5,1.31,2,B10,36-4,33.72,129.0,95.2,58.7,0.015,11.03,109.8,98.8,5.3,-1.240000000000002,-4.5,-3.200000000000003,7.099999999999994,0.052,0.1400000000000005,-1.240000000000002,-4.5,-3.200000000000003,7.099999999999994,0.052000000000000005,0.14000000000000057,0.9000000000000057,0.7000000000000028,-3.9899999999999998
2016,East,1,2,USC,8,69.0,Providence,9,70.0,0.0,49,P12,21-13,14.25,113.9,99.7,71.0,-0.028,7.61,108.7,101.1,-1.65,44,BE,24-11,14.49,110.0,95.5,68.4,0.062,8.93,109.5,100.6,-3.13,-0.2400000000000002,3.9000000000000057,4.200000000000003,2.5999999999999943,-0.09,-1.3199999999999994,-0.2400000000000002,3.9000000000000057,4.200000000000003,2.5999999999999943,-0.09,-1.3199999999999994,-0.7999999999999972,0.5,1.48
2016,East,1,3,Indiana,5,99.0,Chattanooga,12,74.0,1.0,11,B10,27-8,23.05,121.7,98.7,68.2,0.0,6.4,108.8,102.4,-3.12,109,SC,29-6,6.5,107.5,101.0,66.3,0.132,-3.18,104.4,107.6,-0.04,16.55,14.200000000000005,-2.299999999999997,1.9000000000000057,-0.132,9.58,16.55,14.200000000000003,-2.299999999999997,1.9000000000000057,-0.132,9.58,4.3999999999999915,-5.199999999999989,-3.08
2016,East,1,4,Kentucky,4,85.0,Stony Brook,13,57.0,1.0,6,SEC,27-9,25.14,121.8,96.6,67.4,-0.046,8.37,108.6,100.3,3.19,94,AE,26-7,8.13,107.3,99.1,67.2,0.049,-5.6,103.3,108.9,4.38,17.009999999999998,14.5,-2.5,0.2000000000000028,-0.095,13.97,17.009999999999998,14.5,-2.5,0.20000000000000284,-0.095,13.969999999999999,5.299999999999997,-8.600000000000009,-1.19
2016,East,1,5,Notre Dame,6,70.0,Michigan,11,63.0,1.0,36,ACC,24-12,16.6,120.6,104.0,64.6,0.054,10.75,111.3,100.5,-1.64,50,B10,23-13,14.15,114.6,100.5,65.8,0.013,8.96,110.1,101.1,-2.15,2.450000000000001,6.0,3.5,-1.2000000000000028,0.041,1.7899999999999991,2.450000000000001,6.0,3.5,-1.2000000000000028,0.041,1.7899999999999991,1.2000000000000028,-0.5999999999999943,0.51
2016,East,1,6,West Virginia,3,56.0,Stephen F. Austin,14,70.0,0.0,8,B12,26-9,24.45,115.3,90.9,69.5,0.003,11.24,110.9,99.6,0.72,41,Slnd,28-6,15.62,112.2,96.6,67.3,0.007,-5.88,102.7,108.6,4.79,8.83,3.0999999999999943,-5.699999999999989,2.200000000000003,-0.004,17.12,8.83,3.0999999999999943,-5.699999999999989,2.200000000000003,-0.004,17.12,8.200000000000003,-9.0,-4.07
