Year,Region,Round,Game,Team_A,Team_A_Seed,Team_A_Score,Team_B,Team_B_Seed,Team_B_Score,Winner,Team_A_Rank,Team_A_Conference,Team_A_W-L,Team_A_NetRtg,Team_A_ORtg,Team_A_DRtg,Team_A_AdjT,Team_A_Luck,Team_A_Strength_of_Schedule_NetRtg,Team_A_Strength_of_Schedule_ORtg,Team_A_Strength_of_Schedule_DRtg,Team_A_NCSOS_NetRtg,Team_B_Rank,Team_B_Conference,Team_B_W-L,Team_B_NetRtg,Team_B_ORtg,Team_B_DRtg,Team_B_AdjT,Team_B_Luck,Team_B_Strength_of_Schedule_NetRtg,Team_B_Strength_of_Schedule_ORtg,Team_B_Strength_of_Schedule_DRtg,Team_B_NCSOS_NetRtg,NetRtg_diff,ORtg_diff,DRtg_diff,AdjT_diff,Luck_diff,Strength_of_Schedule_NetRtg_diff,diff_NetRtg,diff_ORtg,diff_DRtg,diff_AdjT,diff_Luck,diff_Strength_of_Schedule_NetRtg,diff_Strength_of_Schedule_ORtg,diff_Strength_of_Schedule_DRtg,diff_NCSOS_NetRtg
2005,Chicago,2,3,UAB,11,63.0,Arizona,3,85.0,0.0,51,CUSA,22-11,12.51,109.2,96.7,71.0,-0.001,4.75,105.5,100.7,1.33,13,P10,30-7,22.22,116.7,94.5,68.6,0.027,8.12,107.8,99.7,3.33,-9.71,-7.5,2.200000000000003,2.4000000000000057,-0.028,-3.369999999999999,-9.709999999999999,-7.5,2.200000000000003,2.4000000000000057,-0.028,-3.369999999999999,-2.299999999999997,1.0,-2.0
2005,Chicago,3,1,Illinois,1,77.0,Milwaukee,12,63.0,1.0,2,B10,37-2,32.68,122.3,89.6,64.1,-0.007,8.16,107.3,99.1,0.31,36,Horz,26-6,14.69,110.1,95.4,68.8,0.079,2.31,104.6,102.3,7.63,17.990000000000002,12.200000000000005,-5.800000000000011,-4.700000000000003,-0.086,5.85,17.990000000000002,12.200000000000003,-5.800000000000011,-4.700000000000003,-0.08600000000000001,5.85,2.700000000000003,-3.200000000000003,-7.32
2005,Chicago,4,1,Illinois,1,90.0,Arizona,3,89.0,1.0,2,B10,37-2,32.68,122.3,89.6,64.1,-0.007,8.16,107.3,99.1,0.31,13,P10,30-7,22.22,116.7,94.5,68.6,0.027,8.12,107.8,99.7,3.33,10.46,5.599999999999994,-4.900000000000006,-4.5,-0.034,0.0400000000000009,10.46,5.599999999999994,-4.900000000000006,-4.5,-0.034,0.040000000000000924,-0.5,-0.6000000000000085,-3.02
2005,Syracuse,1,3,Villanova,5,55.0,New Mexico,12,47.0,1.0,7,BE,24-8,25.02,114.7,89.7,67.0,-0.054,9.16,107.9,98.7,-0.89,31,MWC,26-7,15.54,112.8,97.3,65.4,-0.002,-0.46,103.4,103.9,-10.69,9.48,1.9000000000000057,-7.599999999999994,1.5999999999999943,-0.052,9.62,9.48,1.9000000000000057,-7.599999999999994,1.5999999999999943,-0.052,9.620000000000001,4.5,-5.200000000000003,9.799999999999999
2005,Syracuse,1,4,Florida,4,67.0,Ohio,13,62.0,1.0,10,SEC,24-8,23.93,116.4,92.5,65.2,-0.027,7.13,106.6,99.5,-4.3,85,MAC,21-11,8.29,109.8,101.5,65.7,0.042,2.72,104.9,102.2,-4.24,15.64,6.6000000000000085,-9.0,-0.5,-0.069,4.41,15.64,6.6000000000000085,-9.0,-0.5,-0.069,4.41,1.6999999999999886,-2.700000000000003,-0.05999999999999961
2005,Syracuse,1,5,Wisconsin,6,57.0,Northern Iowa,11,52.0,1.0,17,B10,25-9,20.81,112.0,91.2,62.8,0.042,10.24,108.5,98.3,1.27,45,MVC,21-11,13.36,112.2,98.9,64.5,-0.035,5.44,105.8,100.3,1.09,7.449999999999999,-0.2000000000000028,-7.700000000000003,-1.7000000000000028,0.077,4.8,7.449999999999999,-0.20000000000000284,-7.700000000000003,-1.7000000000000028,0.07700000000000001,4.8,2.700000000000003,-2.0,0.17999999999999994
2005,Syracuse,1,6,Kansas,3,63.0,Bucknell,14,64.0,0.0,11,B12,23-7,23.08,115.6,92.5,66.5,0.008,10.45,108.1,97.7,10.37,95,Pat,23-10,6.69,102.2,95.6,63.1,0.063,-2.34,101.4,103.7,2.28,16.389999999999997,13.399999999999991,-3.0999999999999943,3.3999999999999986,-0.055,12.79,16.389999999999997,13.399999999999991,-3.0999999999999943,3.3999999999999986,-0.055,12.79,6.699999999999989,-6.0,8.09
2005,Syracuse,1,7,Charlotte,7,63.0,NC State,10,75.0,0.0,54,CUSA,21-8,12.15,111.6,99.5,70.6,0.042,3.68,104.9,101.2,-1.74,23,ACC,21-14,18.93,115.0,96.1,63.1,-0.062,10.05,108.3,98.3,-3.82,-6.779999999999999,-3.4000000000000057,3.4000000000000057,7.499999999999993,0.104,-6.370000000000001,-6.779999999999999,-3.4000000000000057,3.4000000000000057,7.499999999999993,0.10400000000000001,-6.370000000000001,-3.3999999999999915,2.9000000000000057,2.08
2005,Syracuse,2,2,Villanova,5,76.0,Florida,4,65.0,1.0,7,BE,24-8,25.02,114.7,89.7,67.0,-0.054,9.16,107.9,98.7,-0.89,10,SEC,24-8,23.93,116.4,92.5,65.2,-0.027,7.13,106.6,99.5,-4.3,1.09,-1.7000000000000028,-2.799999999999997,1.7999999999999972,-0.027,2.03,1.0899999999999999,-1.7000000000000028,-2.799999999999997,1.7999999999999972,-0.027,2.0300000000000002,1.3000000000000114,-0.7999999999999972,3.4099999999999997
2005,Syracuse,2,3,Wisconsin,6,71.0,Bucknell,14,62.0,1.0,17,B10,25-9,20.81,112.0,91.2,62.8,0.042,10.24,108.5,98.3,1.27,95,Pat,23-10,6.69,102.2,95.6,63.1,0.063,-2.34,101.4,103.7,2.28,14.119999999999996,9.799999999999995,-4.399999999999992,-0.3000000000000042,-0.0209999999999999,12.58,14.119999999999997,9.799999999999997,-4.3999999999999915,-0.30000000000000426,-0.020999999999999998,12.58,7.099999999999994,-5.400000000000006,-1.0099999999999998
2005,Syracuse,3,2,Wisconsin,6,65.0,NC State,10,56.0,1.0,17,B10,25-9,20.81,112.0,91.2,62.8,0.042,10.24,108.5,98.3,1.27,23,ACC,21-14,18.93,115.0,96.1,63.1,-0.062,10.05,108.3,98.3,-3.82,1.879999999999999,-3.0,-4.899999999999992,-0.3000000000000042,0.104,0.1899999999999995,1.879999999999999,-3.0,-4.8999999999999915,-0.30000000000000426,0.10400000000000001,0.1899999999999995,0.20000000000000284,0.0,5.09
2005,National,1,2,Louisville,4,57.0,Illinois,1,72.0,0.0,4,CUSA,33-5,25.78,118.8,93.0,66.3,0.045,6.42,106.1,99.7,-2.03,2,B10,37-2,32.68,122.3,89.6,64.1,-0.007,8.16,107.3,99.1,0.31,-6.899999999999999,-3.5,3.4000000000000057,2.200000000000003,0.052,-1.7400000000000002,-6.899999999999999,-3.5,3.4000000000000057,2.200000000000003,0.052,-1.7400000000000002,-1.2000000000000028,0.6000000000000085,-2.34
2006,Atlanta,1,1,Duke,1,70.0,Southern,16,54.0,1.0,2,ACC,32-4,27.54,119.4,91.8,69.8,0.047,10.51,108.1,97.6,6.81,197,SWAC,19-13,-3.4,96.2,99.6,64.8,0.081,-7.68,96.6,104.3,13.07,30.94,23.200000000000003,-7.799999999999997,5.0,-0.034,18.19,30.939999999999998,23.200000000000003,-7.799999999999997,5.0,-0.034,18.189999999999998,11.5,-6.700000000000003,-6.260000000000001
2006,Atlanta,1,2,George Washington,8,88.0,UNC Wilmington,9,85.0,1.0,43,A10,27-3,14.67,110.3,95.6,71.2,0.106,-1.23,101.1,102.4,-15.01,42,CAA,25-8,14.77,107.2,92.4,62.6,-0.006,1.59,103.6,102.0,0.11,-0.0999999999999996,3.0999999999999943,3.1999999999999886,8.600000000000001,0.112,-2.8200000000000003,-0.09999999999999964,3.0999999999999943,3.1999999999999886,8.600000000000001,0.112,-2.8200000000000003,-2.5,0.4000000000000057,-15.12
2006,Atlanta,1,3,Syracuse,5,58.0,Texas A&M,12,66.0,0.0,50,BE,23-12,13.15,110.0,96.8,68.3,0.077,8.71,107.5,98.8,-3.79,31,B12,22-9,15.9,106.7,90.8,63.0,-0.008,4.22,104.8,100.6,-12.2,-2.75,3.299999999999997,6.0,5.299999999999997,0.0849999999999999,4.490000000000001,-2.75,3.299999999999997,6.0,5.299999999999997,0.08499999999999999,4.490000000000001,2.700000000000003,-1.7999999999999972,8.41
2006,Atlanta,1,4,LSU,4,80.0,Iona,13,64.0,1.0,11,SEC,27-9,22.0,109.8,87.8,67.5,0.008,10.68,108.3,97.6,1.75,65,MAAC,23-8,11.33,109.7,98.4,69.6,0.024,0.66,106.0,105.3,3.83,10.67,0.0999999999999943,-10.600000000000009,-2.0999999999999943,-0.016,10.02,10.67,0.09999999999999432,-10.600000000000009,-2.0999999999999943,-0.016,10.02,2.299999999999997,-7.700000000000003,-2.08
2006,Atlanta,1,5,West Virginia,6,64.0,Southern Illinois,11,46.0,1.0,16,BE,22-11,19.49,116.1,96.6,62.5,-0.046,10.37,108.4,98.0,-0.49,48,MVC,22-11,13.6,102.9,89.3,60.7,0.032,5.81,103.6,97.8,0.44,5.889999999999999,13.199999999999989,7.299999999999997,1.7999999999999972,-0.078,4.56,5.889999999999999,13.199999999999989,7.299999999999997,1.7999999999999972,-0.078,4.56,4.800000000000011,0.20000000000000284,-0.9299999999999999
2006,Atlanta,1,6,Iowa,3,63.0,Northwestern State,14,64.0,0.0,21,B10,25-9,18.22,103.8,85.6,64.7,0.046,7.86,107.7,99.9,-0.77,93,Slnd,26-8,7.51,106.6,99.1,67.6,0.016,-1.45,102.2,103.6,10.25,10.71,-2.799999999999997,-13.5,-2.8999999999999915,0.03,9.31,10.709999999999999,-2.799999999999997,-13.5,-2.8999999999999915,0.03,9.31,5.5,-3.6999999999999886,-11.02
2006,Atlanta,1,7,California,7,52.0,NC State,10,58.0,0.0,47,P10,20-11,13.68,110.5,96.8,61.9,0.021,7.59,106.8,99.3,-0.77,30,ACC,22-10,15.92,112.5,96.6,64.4,0.013,6.74,107.1,100.3,-7.99,-2.24,-2.0,0.2000000000000028,-2.500000000000007,0.008,0.8499999999999996,-2.24,-2.0,0.20000000000000284,-2.500000000000007,0.008000000000000002,0.8499999999999996,-0.29999999999999716,-1.0,7.220000000000001
2006,Atlanta,1,8,Texas,2,60.0,Penn,15,52.0,1.0,3,B12,30-7,25.79,117.5,91.7,63.9,0.039,7.79,106.1,98.3,-0.02,97,Ivy,20-9,7.3,101.8,94.5,64.3,-0.03,-5.06,100.0,105.0,1.85,18.49,15.700000000000005,-2.799999999999997,-0.3999999999999986,0.069,12.85,18.49,15.700000000000003,-2.799999999999997,-0.3999999999999986,0.069,12.85,6.099999999999994,-6.700000000000003,-1.87
2006,Atlanta,2,1,Duke,1,74.0,George Washington,8,61.0,1.0,2,ACC,32-4,27.54,119.4,91.8,69.8,0.047,10.51,108.1,97.6,6.81,43,A10,27-3,14.67,110.3,95.6,71.2,0.106,-1.23,101.1,102.4,-15.01,12.87,9.100000000000009,-3.799999999999997,-1.4000000000000057,-0.059,11.74,12.87,9.100000000000009,-3.799999999999997,-1.4000000000000057,-0.059,11.74,7.0,-4.800000000000011,21.82
2006,Atlanta,2,2,Texas A&M,12,57.0,LSU,4,58.0,0.0,31,B12,22-9,15.9,106.7,90.8,63.0,-0.008,4.22,104.8,100.6,-12.2,11,SEC,27-9,22.0,109.8,87.8,67.5,0.008,10.68,108.3,97.6,1.75,-6.1,-3.0999999999999943,3.0,-4.5,-0.016,-6.46,-6.1,-3.0999999999999943,3.0,-4.5,-0.016,-6.46,-3.5,3.0,-13.95
2006,Atlanta,2,3,West Virginia,6,67.0,Northwestern State,14,54.0,1.0,16,BE,22-11,19.49,116.1,96.6,62.5,-0.046,10.37,108.4,98.0,-0.49,93,Slnd,26-8,7.51,106.6,99.1,67.6,0.016,-1.45,102.2,103.6,10.25,11.98,9.5,-2.5,-5.099999999999994,-0.062,11.82,11.979999999999999,9.5,-2.5,-5.099999999999994,-0.062,11.819999999999999,6.200000000000003,-5.599999999999994,-10.74
2006,Atlanta,2,4,NC State,10,54.0,Texas,2,75.0,0.0,30,ACC,22-10,15.92,112.5,96.6,64.4,0.013,6.74,107.1,100.3,-7.99,3,B12,30-7,25.79,117.5,91.7,63.9,0.039,7.79,106.1,98.3,-0.02,-9.87,-5.0,4.899999999999992,0.5000000000000071,-0.026,-1.0499999999999998,-9.87,-5.0,4.8999999999999915,0.5000000000000071,-0.026000000000000002,-1.0499999999999998,1.0,2.0,-7.970000000000001
2006,Atlanta,3,1,Duke,1,54.0,LSU,4,62.0,0.0,2,ACC,32-4,27.54,119.4,91.8,69.8,0.047,10.51,108.1,97.6,6.81,11,SEC,27-9,22.0,109.8,87.8,67.5,0.008,10.68,108.3,97.6,1.75,5.539999999999999,9.600000000000009,4.0,2.299999999999997,0.039,-0.1699999999999999,5.539999999999999,9.600000000000009,4.0,2.299999999999997,0.039,-0.16999999999999993,-0.20000000000000284,0.0,5.06
2006,Atlanta,3,2,West Virginia,6,71.0,Texas,2,74.0,0.0,16,BE,22-11,19.49,116.1,96.6,62.5,-0.046,10.37,108.4,98.0,-0.49,3,B12,30-7,25.79,117.5,91.7,63.9,0.039,7.79,106.1,98.3,-0.02,-6.300000000000001,-1.4000000000000057,4.899999999999992,-1.3999999999999986,-0.0849999999999999,2.579999999999999,-6.300000000000001,-1.4000000000000057,4.8999999999999915,-1.3999999999999986,-0.08499999999999999,2.579999999999999,2.3000000000000114,-0.29999999999999716,-0.47
2006,Atlanta,4,1,LSU,4,70.0,Texas,2,60.0,1.0,11,SEC,27-9,22.0,109.8,87.8,67.5,0.008,10.68,108.3,97.6,1.75,3,B12,30-7,25.79,117.5,91.7,63.9,0.039,7.79,106.1,98.3,-0.02,-3.789999999999999,-7.700000000000003,-3.9000000000000057,3.6000000000000014,-0.031,2.89,-3.789999999999999,-7.700000000000003,-3.9000000000000057,3.6000000000000014,-0.031,2.8899999999999997,2.200000000000003,-0.7000000000000028,1.77
2006,Minneapolis,1,1,Villanova,1,58.0,Monmouth,16,45.0,1.0,5,BE,28-5,24.59,116.3,91.7,65.6,0.08,10.79,108.4,97.6,3.17,164,NEC,19-15,-0.68,95.8,96.4,64.6,0.018,-3.55,101.2,104.7,4.12,25.27,20.5,-4.700000000000003,1.0,0.062,14.34,25.27,20.5,-4.700000000000003,1.0,0.062,14.34,7.200000000000003,-7.1000000000000085,-0.9500000000000002
2006,Minneapolis,1,2,Arizona,8,94.0,Wisconsin,9,75.0,1.0,23,P10,20-13,17.23,112.2,95.0,67.7,-0.037,10.53,108.0,97.5,9.27,39,B10,19-12,14.94,111.5,96.6,65.2,-0.024,7.96,106.6,98.6,0.91,2.290000000000001,0.7000000000000028,-1.5999999999999943,2.5,-0.0129999999999999,2.5699999999999994,2.290000000000001,0.7000000000000028,-1.5999999999999943,2.5,-0.012999999999999998,2.5699999999999994,1.4000000000000057,-1.0999999999999943,8.36
2006,Minneapolis,1,3,Nevada,5,79.0,Montana,12,87.0,0.0,37,WAC,27-6,15.22,110.0,94.8,65.8,0.024,1.9,103.6,101.7,3.89,87,BSky,24-7,8.95,111.6,102.7,66.2,0.056,-0.62,103.6,104.2,-0.71,6.270000000000001,-1.5999999999999943,-7.900000000000006,-0.4000000000000057,-0.032,2.52,6.270000000000001,-1.5999999999999943,-7.900000000000006,-0.4000000000000057,-0.032,2.52,0.0,-2.5,4.6
2006,Minneapolis,1,4,Boston College,4,88.0,Pacific,13,76.0,1.0,18,ACC,28-8,18.65,117.8,99.2,61.5,0.024,7.43,107.1,99.7,-5.69,68,BW,24-8,10.87,109.8,99.0,62.8,0.01,-1.99,102.7,104.7,0.54,7.779999999999999,8.0,0.2000000000000028,-1.2999999999999972,0.014,9.42,7.779999999999999,8.0,0.20000000000000284,-1.2999999999999972,0.014,9.42,4.3999999999999915,-5.0,-6.23
2006,Minneapolis,1,5,Oklahoma,6,74.0,Milwaukee,11,82.0,0.0,45,B12,20-9,13.99,113.0,99.0,62.4,0.049,6.16,105.5,99.3,-0.61,62,Horz,22-9,11.86,108.3,96.5,67.7,0.017,1.54,104.9,103.4,4.95,2.130000000000001,4.700000000000003,2.5,-5.300000000000004,0.032,4.62,2.130000000000001,4.700000000000003,2.5,-5.300000000000004,0.032,4.62,0.5999999999999943,-4.1000000000000085,-5.5600000000000005
2006,Minneapolis,1,6,Florida,3,76.0,South Alabama,14,50.0,1.0,1,SEC,33-6,28.28,117.9,89.7,66.9,-0.011,8.35,107.7,99.3,-8.46,84,SB,24-7,9.28,109.1,99.9,65.7,0.056,-2.51,100.8,103.3,-3.47,19.0,8.800000000000011,-10.200000000000005,1.2000000000000028,-0.067,10.86,19.0,8.800000000000011,-10.200000000000003,1.2000000000000028,-0.067,10.86,6.900000000000006,-4.0,-4.99
2006,Minneapolis,1,7,Georgetown,7,54.0,Northern Iowa,10,49.0,1.0,13,BE,23-10,21.29,116.5,95.2,57.8,-0.026,9.58,108.1,98.5,-1.83,32,MVC,23-10,15.84,109.0,93.1,59.6,-0.025,6.18,104.4,98.2,0.24,5.449999999999999,7.5,2.1000000000000085,-1.8000000000000045,-0.0009999999999999,3.4000000000000004,5.449999999999999,7.5,2.1000000000000085,-1.8000000000000043,-0.0009999999999999974,3.4000000000000004,3.6999999999999886,0.29999999999999716,-2.0700000000000003
2006,Minneapolis,2,1,Villanova,1,82.0,Arizona,8,78.0,1.0,5,BE,28-5,24.59,116.3,91.7,65.6,0.08,10.79,108.4,97.6,3.17,23,P10,20-13,17.23,112.2,95.0,67.7,-0.037,10.53,108.0,97.5,9.27,7.359999999999999,4.099999999999994,-3.299999999999997,-2.1000000000000085,0.1169999999999999,0.2599999999999998,7.359999999999999,4.099999999999994,-3.299999999999997,-2.1000000000000085,0.11699999999999999,0.2599999999999998,0.4000000000000057,0.09999999999999432,-6.1
2006,Minneapolis,2,2,Montana,12,56.0,Boston College,4,69.0,0.0,87,BSky,24-7,8.95,111.6,102.7,66.2,0.056,-0.62,103.6,104.2,-0.71,18,ACC,28-8,18.65,117.8,99.2,61.5,0.024,7.43,107.1,99.7,-5.69,-9.7,-6.200000000000003,3.5,4.700000000000003,0.032,-8.049999999999999,-9.7,-6.200000000000003,3.5,4.700000000000003,0.032,-8.049999999999999,-3.5,4.5,4.98
2006,Minneapolis,2,3,Milwaukee,11,60.0,Florida,3,82.0,0.0,62,Horz,22-9,11.86,108.3,96.5,67.7,0.017,1.54,104.9,103.4,4.95,1,SEC,33-6,28.28,117.9,89.7,66.9,-0.011,8.35,107.7,99.3,-8.46,-16.42,-9.600000000000009,6.799999999999997,0.7999999999999972,0.028,-6.81,-16.42,-9.600000000000009,6.799999999999997,0.7999999999999972,0.028,-6.81,-2.799999999999997,4.1000000000000085,13.41
2006,Minneapolis,3,1,Villanova,1,60.0,Boston College,4,59.0,1.0,5,BE,28-5,24.59,116.3,91.7,65.6,0.08,10.79,108.4,97.6,3.17,18,ACC,28-8,18.65,117.8,99.2,61.5,0.024,7.43,107.1,99.7,-5.69,5.940000000000001,-1.5,-7.5,4.099999999999994,0.056,3.3599999999999994,5.940000000000001,-1.5,-7.5,4.099999999999994,0.056,3.3599999999999994,1.3000000000000114,-2.1000000000000085,8.86
2006,Minneapolis,3,2,Florida,3,57.0,Georgetown,7,53.0,1.0,1,SEC,33-6,28.28,117.9,89.7,66.9,-0.011,8.35,107.7,99.3,-8.46,13,BE,23-10,21.29,116.5,95.2,57.8,-0.026,9.58,108.1,98.5,-1.83,6.990000000000002,1.4000000000000057,-5.5,9.100000000000009,0.015,-1.2300000000000004,6.990000000000002,1.4000000000000057,-5.5,9.100000000000009,0.015,-1.2300000000000004,-0.3999999999999915,0.7999999999999972,-6.630000000000001
2006,Minneapolis,4,1,Villanova,1,62.0,Florida,3,75.0,0.0,5,BE,28-5,24.59,116.3,91.7,65.6,0.08,10.79,108.4,97.6,3.17,1,SEC,33-6,28.28,117.9,89.7,66.9,-0.011,8.35,107.7,99.3,-8.46,-3.690000000000001,-1.6000000000000083,2.0,-1.3000000000000114,0.091,2.4399999999999995,-3.6900000000000013,-1.6000000000000085,2.0,-1.3000000000000114,0.091,2.4399999999999995,0.7000000000000028,-1.7000000000000028,11.63
2006,Oakland,1,1,Memphis,1,94.0,Oral Roberts,16,78.0,1.0,6,CUSA,33-4,23.54,113.2,89.6,70.8,-0.007,3.89,103.9,100.0,7.82,112,MCon,21-12,5.7,107.1,101.4,66.9,-0.035,-3.45,102.8,106.2,6.88,17.84,6.1000000000000085,-11.800000000000011,3.899999999999992,0.028,7.34,17.84,6.1000000000000085,-11.800000000000011,3.8999999999999915,0.028000000000000004,7.34,1.1000000000000085,-6.200000000000003,0.9400000000000004
2006,Oakland,1,2,Arkansas,8,55.0,Bucknell,9,59.0,0.0,20,SEC,22-10,18.47,112.2,93.8,66.0,-0.062,6.35,106.0,99.6,-4.78,58,Pat,27-5,12.56,105.7,93.1,61.8,0.092,-3.17,100.2,103.4,7.18,5.909999999999998,6.5,0.7000000000000028,4.200000000000003,-0.154,9.52,5.909999999999998,6.5,0.7000000000000028,4.200000000000003,-0.154,9.52,5.799999999999997,-3.8000000000000114,-11.96
2006,Oakland,1,4,Kansas,4,73.0,Bradley,13,77.0,0.0,8,B12,25-8,23.22,110.4,87.2,67.7,-0.043,6.03,106.0,99.9,-1.11,25,MVC,22-11,16.5,107.5,91.0,69.3,-0.019,6.94,105.4,98.5,-2.22,6.719999999999999,2.9000000000000057,-3.799999999999997,-1.5999999999999943,-0.0239999999999999,-0.91,6.719999999999999,2.9000000000000057,-3.799999999999997,-1.5999999999999943,-0.023999999999999997,-0.9100000000000001,0.5999999999999943,1.4000000000000057,1.11
2006,Oakland,1,6,Gonzaga,3,79.0,Xavier,14,75.0,1.0,33,WCC,29-4,15.64,119.1,103.5,66.3,0.036,4.38,104.4,100.0,7.98,54,A10,21-11,12.73,110.9,98.2,65.3,-0.065,1.91,103.6,101.6,-3.38,2.91,8.199999999999989,5.299999999999997,1.0,0.101,2.47,2.91,8.199999999999989,5.299999999999997,1.0,0.101,2.4699999999999998,0.8000000000000114,-1.5999999999999943,11.36
2006,Oakland,1,7,Marquette,7,85.0,Alabama,10,90.0,0.0,36,BE,20-11,15.36,112.8,97.4,68.1,-0.012,8.82,108.6,99.8,-1.71,60,SEC,18-13,12.48,112.8,100.3,63.4,0.005,9.21,107.7,98.4,1.6,2.879999999999999,0.0,-2.8999999999999915,4.699999999999996,-0.017,-0.3900000000000005,2.879999999999999,0.0,-2.8999999999999915,4.699999999999996,-0.017,-0.39000000000000057,0.8999999999999915,1.3999999999999915,-3.31
2006,Oakland,1,8,UCLA,2,78.0,Belmont,15,44.0,1.0,7,P10,32-7,23.4,112.7,89.3,61.6,0.02,8.3,107.4,99.1,1.6,165,ASun,20-11,-0.73,107.1,107.8,69.1,0.024,-8.62,99.7,108.4,5.97,24.13,5.6000000000000085,-18.5,-7.499999999999993,-0.004,16.92,24.13,5.6000000000000085,-18.5,-7.499999999999993,-0.004,16.92,7.700000000000003,-9.300000000000011,-4.369999999999999
2006,Oakland,2,1,Memphis,1,72.0,Bucknell,9,56.0,1.0,6,CUSA,33-4,23.54,113.2,89.6,70.8,-0.007,3.89,103.9,100.0,7.82,58,Pat,27-5,12.56,105.7,93.1,61.8,0.092,-3.17,100.2,103.4,7.18,10.98,7.5,-3.5,9.0,-0.099,7.0600000000000005,10.979999999999999,7.5,-3.5,9.0,-0.099,7.0600000000000005,3.700000000000003,-3.4000000000000057,0.6400000000000006
2006,Oakland,2,3,Indiana,6,80.0,Gonzaga,3,90.0,0.0,34,B10,19-12,15.53,110.0,94.4,66.5,-0.012,9.77,108.8,99.0,2.17,33,WCC,29-4,15.64,119.1,103.5,66.3,0.036,4.38,104.4,100.0,7.98,-0.1100000000000012,-9.099999999999994,-9.099999999999994,0.2000000000000028,-0.048,5.39,-0.11000000000000121,-9.099999999999994,-9.099999999999994,0.20000000000000284,-0.048,5.39,4.3999999999999915,-1.0,-5.8100000000000005
2006,Oakland,2,4,Alabama,10,59.0,UCLA,2,62.0,0.0,60,SEC,18-13,12.48,112.8,100.3,63.4,0.005,9.21,107.7,98.4,1.6,7,P10,32-7,23.4,112.7,89.3,61.6,0.02,8.3,107.4,99.1,1.6,-10.919999999999998,0.0999999999999943,11.0,1.7999999999999972,-0.015,0.91,-10.919999999999998,0.09999999999999432,11.0,1.7999999999999972,-0.015,0.9100000000000001,0.29999999999999716,-0.6999999999999886,0.0
2006,Oakland,3,1,Memphis,1,80.0,Bradley,13,64.0,1.0,6,CUSA,33-4,23.54,113.2,89.6,70.8,-0.007,3.89,103.9,100.0,7.82,25,MVC,22-11,16.5,107.5,91.0,69.3,-0.019,6.94,105.4,98.5,-2.22,7.039999999999999,5.700000000000003,-1.4000000000000057,1.5,0.012,-3.0500000000000003,7.039999999999999,5.700000000000003,-1.4000000000000057,1.5,0.012,-3.0500000000000003,-1.5,1.5,10.040000000000001
2006,Oakland,3,2,Gonzaga,3,71.0,UCLA,2,73.0,0.0,33,WCC,29-4,15.64,119.1,103.5,66.3,0.036,4.38,104.4,100.0,7.98,7,P10,32-7,23.4,112.7,89.3,61.6,0.02,8.3,107.4,99.1,1.6,-7.759999999999998,6.399999999999992,14.200000000000005,4.699999999999996,0.0159999999999999,-3.920000000000001,-7.759999999999998,6.3999999999999915,14.200000000000003,4.699999999999996,0.015999999999999997,-3.920000000000001,-3.0,0.9000000000000057,6.380000000000001
2006,Oakland,4,1,Memphis,1,45.0,UCLA,2,50.0,0.0,6,CUSA,33-4,23.54,113.2,89.6,70.8,-0.007,3.89,103.9,100.0,7.82,7,P10,32-7,23.4,112.7,89.3,61.6,0.02,8.3,107.4,99.1,1.6,0.1400000000000005,0.5,0.2999999999999971,9.199999999999996,-0.027,-4.41,0.14000000000000057,0.5,0.29999999999999716,9.199999999999996,-0.027,-4.41,-3.5,0.9000000000000057,6.220000000000001
2006,Washington,1,2,Kentucky,8,69.0,UAB,9,64.0,1.0,24,SEC,22-13,17.13,114.4,97.3,64.1,-0.001,10.02,108.2,98.2,3.02,56,CUSA,24-7,12.65,109.1,96.5,68.5,0.058,1.51,101.8,100.3,0.98,4.479999999999999,5.300000000000011,0.7999999999999972,-4.400000000000006,-0.059,8.51,4.479999999999999,5.300000000000011,0.7999999999999972,-4.400000000000006,-0.059000000000000004,8.51,6.400000000000006,-2.0999999999999943,2.04
2006,Washington,1,4,Illinois,4,78.0,Air Force,13,69.0,1.0,9,B10,26-7,23.2,114.5,91.3,62.1,-0.019,6.77,106.4,99.6,-4.52,40,MWC,24-7,14.87,113.2,98.3,54.7,-0.001,0.57,102.8,102.2,-6.63,8.33,1.2999999999999972,-7.0,7.399999999999999,-0.018,6.199999999999999,8.33,1.2999999999999972,-7.0,7.399999999999999,-0.018,6.199999999999999,3.6000000000000085,-2.6000000000000085,2.1100000000000003
2006,Washington,1,8,Tennessee,2,63.0,Winthrop,15,61.0,1.0,17,SEC,22-8,19.44,116.6,97.2,71.1,0.012,9.44,108.0,98.5,-0.74,73,BSth,23-8,10.27,104.4,94.2,64.0,-0.027,-5.29,102.1,107.4,8.15,9.170000000000002,12.199999999999989,3.0,7.099999999999994,0.039,14.73,9.170000000000002,12.199999999999989,3.0,7.099999999999994,0.039,14.73,5.900000000000006,-8.900000000000006,-8.89
