Year,Region,Round,Game,Team_A_Seed,Team_A,Team_A_Score,Team_B_Seed,Team_B,Team_B_Score,Winner,Location
2022,South,1,5,6,Colorado State,63,11,Michigan,75,0.0,"at Indianapolis, IN"
2022,South,1,6,3,Tennessee,88,14,Longwood,56,1.0,"at Indianapolis, IN"
2022,South,1,7,7,Ohio State,54,10,Loyola (IL),41,1.0,"at Pittsburgh, PA"
2022,South,1,8,2,Villanova,80,15,Delaware,60,1.0,"at Pittsburgh, PA"
2022,South,2,1,1,Arizona,85,9,TCU,80,1.0,"at San Diego, CA"
2022,South,2,2,5,Houston,68,4,Illinois,53,1.0,"at Pittsburgh, PA"
2022,South,2,3,11,Michigan,76,3,Tennessee,68,1.0,"at Indianapolis, IN"
2022,South,2,4,7,Ohio State,61,2,Villanova,71,0.0,"at Pittsburgh, PA"
2022,South,3,1,1,Arizona,60,5,Houston,72,0.0,"at San Antonio, TX"
2022,South,3,2,11,Michigan,55,2,Villanova,63,0.0,"at San Antonio, TX"
2022,South,4,1,5,Houston,44,2,Villanova,50,0.0,"at San Antonio, TX"
2022,West,1,1,1,Gonzaga,93,16,Georgia State,72,1.0,"at Portland, OR"
2022,West,1,2,8,Boise State,53,9,Memphis,64,0.0,"at Portland, OR"
2022,West,1,3,5,UConn,63,12,New Mexico State,70,0.0,"at Buffalo, NY"
2022,West,1,4,4,Arkansas,75,13,Vermont,71,1.0,"at Buffalo, NY"
2022,West,1,5,6,Alabama,64,11,Notre Dame,78,0.0,"at San Diego, CA"
2022,West,1,6,3,Texas Tech,97,14,Montana State,62,1.0,"at San Diego, CA"
2022,West,1,7,7,Michigan State,74,10,Davidson,73,1.0,"at Greenville, SC"
2022,West,1,8,2,Duke,78,15,Cal State Fullerton,61,1.0,"at Greenville, SC"
2022,West,2,1,1,Gonzaga,82,9,Memphis,78,1.0,"at Portland, OR"
2022,West,2,2,12,New Mexico State,48,4,Arkansas,53,0.0,"at Buffalo, NY"
2022,West,2,3,11,Notre Dame,53,3,Texas Tech,59,0.0,"at San Diego, CA"
2022,West,2,4,7,Michigan State,76,2,Duke,85,0.0,"at Greenville, SC"
2022,West,3,1,1,Gonzaga,68,4,Arkansas,74,0.0,"at San Francisco, CA"
2022,West,3,2,3,Texas Tech,73,2,Duke,78,0.0,"at San Francisco, CA"
2022,West,4,1,4,Arkansas,69,2,Duke,78,0.0,"at San Francisco, CA"
2022,National,1,1,2,Villanova,65,1,Kansas,81,0.0,"at New Orleans, LA"
2022,National,1,2,2,Duke,77,8,UNC,81,0.0,"at New Orleans, LA"
2022,National,2,1,1,Kansas,72,8,UNC,69,1.0,"at New Orleans, LA"
2023,East,1,1,1,Purdue,58,16,FDU,63,0.0,"at Columbus, OH"
2023,East,1,2,8,Memphis,65,9,Florida Atlantic,66,0.0,"at Columbus, OH"
2023,East,1,3,5,Duke,74,12,Oral Roberts,51,1.0,"at Orlando, FL"
2023,East,1,4,4,Tennessee,58,13,Louisiana,55,1.0,"at Orlando, FL"
2023,East,1,5,6,Kentucky,61,11,Providence,53,1.0,"at Greensboro, NC"
2023,East,1,6,3,Kansas State,77,14,Montana State,65,1.0,"at Greensboro, NC"
2023,East,1,7,7,Michigan State,72,10,USC,62,1.0,"at Columbus, OH"
2023,East,1,8,2,Marquette,78,15,Vermont,61,1.0,"at Columbus, OH"
2023,East,2,1,16,FDU,70,9,Florida Atlantic,78,0.0,"at Columbus, OH"
2023,East,2,2,5,Duke,52,4,Tennessee,65,0.0,"at Orlando, FL"
2023,East,2,3,6,Kentucky,69,3,Kansas State,75,0.0,"at Greensboro, NC"
2023,East,2,4,7,Michigan State,69,2,Marquette,60,1.0,"at Columbus, OH"
2023,East,3,1,9,Florida Atlantic,62,4,Tennessee,55,1.0,"at New York, NY"
2023,East,3,2,3,Kansas State,98,7,Michigan State,93,1.0,"at New York, NY"
2023,East,4,1,9,Florida Atlantic,79,3,Kansas State,76,1.0,"at New York, NY"
2023,Midwest,1,1,1,Houston,63,16,Northern Kentucky,52,1.0,"at Birmingham, AL"
2023,Midwest,1,2,8,Iowa,75,9,Auburn,83,0.0,"at Birmingham, AL"
2023,Midwest,1,3,5,Miami (FL),63,12,Drake,56,1.0,"at Albany, NY"
2023,Midwest,1,4,4,Indiana,71,13,Kent State,60,1.0,"at Albany, NY"
2023,Midwest,1,5,6,Iowa State,41,11,Pitt,59,0.0,"at Greensboro, NC"
2023,Midwest,1,6,3,Xavier,72,14,Kennesaw State,67,1.0,"at Greensboro, NC"
2023,Midwest,1,7,7,Texas A&M,59,10,Penn State,76,0.0,"at Des Moines, IA"
2023,Midwest,1,8,2,Texas,81,15,Colgate,61,1.0,"at Des Moines, IA"
2023,Midwest,2,1,1,Houston,81,9,Auburn,64,1.0,"at Birmingham, AL"
2023,Midwest,2,2,5,Miami (FL),85,4,Indiana,69,1.0,"at Albany, NY"
2023,Midwest,2,3,11,Pitt,73,3,Xavier,84,0.0,"at Greensboro, NC"
2023,Midwest,2,4,10,Penn State,66,2,Texas,71,0.0,"at Des Moines, IA"
2023,Midwest,3,1,1,Houston,75,5,Miami (FL),89,0.0,"at Kansas City, MO"
2023,Midwest,3,2,3,Xavier,71,2,Texas,83,0.0,"at Kansas City, MO"
2023,Midwest,4,1,5,Miami (FL),88,2,Texas,81,1.0,"at Kansas City, MO"
2023,South,1,1,1,Alabama,96,16,Texas A&M-Corpus Christi,75,1.0,"at Birmingham, AL"
2023,South,1,2,8,Maryland,67,9,West Virginia,65,1.0,"at Birmingham, AL"
2023,South,1,3,5,San Diego State,63,12,College of Charleston,57,1.0,"at Orlando, FL"
2023,South,1,4,4,Virginia,67,13,Furman,68,0.0,"at Orlando, FL"
2023,South,1,5,6,Creighton,72,11,NC State,63,1.0,
2023,South,1,6,3,Baylor,74,14,UCSB,56,1.0,
2023,South,1,7,7,Missouri,76,10,Utah State,65,1.0,"at Sacramento, CA"
2023,South,1,8,2,Arizona,55,15,Princeton,59,0.0,"at Sacramento, CA"
2023,South,2,1,1,Alabama,73,8,Maryland,51,1.0,"at Birmingham, AL"
2023,South,2,2,5,San Diego State,75,13,Furman,52,1.0,"at Orlando, FL"
2023,South,2,3,6,Creighton,85,3,Baylor,76,1.0,
2023,South,2,4,7,Missouri,63,15,Princeton,78,0.0,"at Sacramento, CA"
2023,South,3,1,1,Alabama,64,5,San Diego State,71,0.0,"at Louisville, KY"
2023,South,3,2,6,Creighton,86,15,Princeton,75,1.0,"at Louisville, KY"
2023,South,4,1,5,San Diego State,57,6,Creighton,56,1.0,"at Louisville, KY"
2023,West,1,1,1,Kansas,96,16,Howard,68,1.0,"at Des Moines, IA"
2023,West,1,2,8,Arkansas,73,9,Illinois,63,1.0,"at Des Moines, IA"
2023,West,1,3,5,Saint Mary's,63,12,VCU,51,1.0,"at Albany, NY"
2023,West,1,4,4,UConn,87,13,Iona,63,1.0,"at Albany, NY"
2023,West,1,5,6,TCU,72,11,Arizona State,70,1.0,
2023,West,1,6,3,Gonzaga,82,14,Grand Canyon,70,1.0,
2023,West,1,7,7,Northwestern,75,10,Boise State,67,1.0,"at Sacramento, CA"
2023,West,1,8,2,UCLA,86,15,UNC Asheville,53,1.0,"at Sacramento, CA"
2023,West,2,1,1,Kansas,71,8,Arkansas,72,0.0,"at Des Moines, IA"
2023,West,2,2,5,Saint Mary's,55,4,UConn,70,0.0,"at Albany, NY"
2023,West,2,3,6,TCU,81,3,Gonzaga,84,0.0,
2023,West,2,4,7,Northwestern,63,2,UCLA,68,0.0,"at Sacramento, CA"
2023,West,3,1,8,Arkansas,65,4,UConn,88,0.0,"at Las Vegas, NV"
2023,West,3,2,3,Gonzaga,79,2,UCLA,76,1.0,"at Las Vegas, NV"
2023,West,4,1,4,UConn,82,3,Gonzaga,54,1.0,"at Las Vegas, NV"
2023,National,1,1,9,Florida Atlantic,71,5,San Diego State,72,0.0,"at Houston, TX"
2023,National,1,2,5,Miami (FL),59,4,UConn,72,0.0,"at Houston, TX"
2023,National,2,1,5,San Diego State,59,4,UConn,76,0.0,"at Houston, TX"
2024,East,1,1,1,UConn,91,16,Stetson,52,1.0,"at Brooklyn, NY"
2024,East,1,2,8,Florida Atlantic,65,9,Northwestern,77,0.0,"at Brooklyn, NY"
2024,East,1,3,5,San Diego State,69,12,UAB,65,1.0,"at Spokane, WA"
2024,East,1,4,4,Auburn,76,13,Yale,78,0.0,"at Spokane, WA"
2024,East,1,5,6,BYU,67,11,Duquesne,71,0.0,"at Omaha, NE"
2024,East,1,6,3,Illinois,85,14,Morehead State,69,1.0,"at Omaha, NE"
2024,East,1,7,7,Washington State,66,10,Drake,61,1.0,"at Omaha, NE"
2024,East,1,8,2,Iowa State,82,15,South Dakota State,65,1.0,"at Omaha, NE"
2024,East,2,1,1,UConn,75,9,Northwestern,58,1.0,"at Brooklyn, NY"
2024,East,2,2,5,San Diego State,85,13,Yale,57,1.0,"at Spokane, WA"
2024,East,2,3,11,Duquesne,63,3,Illinois,89,0.0,"at Omaha, NE"
2024,East,2,4,7,Washington State,56,2,Iowa State,67,0.0,"at Omaha, NE"
2024,East,3,1,1,UConn,82,5,San Diego State,52,1.0,"at Boston, MA"
2024,East,3,2,3,Illinois,72,2,Iowa State,69,1.0,"at Boston, MA"
2024,East,4,1,1,UConn,77,3,Illinois,52,1.0,"at Boston, MA"
2024,Midwest,1,1,1,Purdue,78,16,Grambling,50,1.0,"at Indianapolis, IN"
2024,Midwest,1,2,8,Utah State,88,9,TCU,72,1.0,"at Indianapolis, IN"
2024,Midwest,1,3,5,Gonzaga,86,12,McNeese State,65,1.0,"at Salt Lake City, UT"
2024,Midwest,1,4,4,Kansas,93,13,Samford,89,1.0,"at Salt Lake City, UT"
2024,Midwest,1,5,6,South Carolina,73,11,Oregon,87,0.0,"at Pittsburgh, PA"
2024,Midwest,1,6,3,Creighton,77,14,Akron,60,1.0,"at Pittsburgh, PA"
2024,Midwest,1,7,7,Texas,56,10,Colorado State,44,1.0,"at Charlotte, NC"
2024,Midwest,1,8,2,Tennessee,83,15,St. Peter's,49,1.0,"at Charlotte, NC"
2024,Midwest,2,1,1,Purdue,106,8,Utah State,67,1.0,"at Indianapolis, IN"
2024,Midwest,2,2,5,Gonzaga,89,4,Kansas,68,1.0,"at Salt Lake City, UT"
2024,Midwest,2,3,11,Oregon,73,3,Creighton,86,0.0,"at Pittsburgh, PA"
2024,Midwest,2,4,7,Texas,58,2,Tennessee,62,0.0,"at Charlotte, NC"
2024,Midwest,3,1,1,Purdue,80,5,Gonzaga,68,1.0,"at Detroit, MI"
2024,Midwest,3,2,3,Creighton,75,2,Tennessee,82,0.0,"at Detroit, MI"
2024,Midwest,4,1,1,Purdue,72,2,Tennessee,66,1.0,"at Detroit, MI"
2024,South,1,1,1,Houston,86,16,Longwood,46,1.0,"at Memphis, TN"
2024,South,1,2,8,Nebraska,83,9,Texas A&M,98,0.0,"at Memphis, TN"
2024,South,1,3,5,Wisconsin,61,12,James Madison,72,0.0,"at Brooklyn, NY"
2024,South,1,4,4,Duke,64,13,Vermont,47,1.0,"at Brooklyn, NY"
2024,South,1,5,6,Texas Tech,67,11,NC State,80,0.0,"at Pittsburgh, PA"
2024,South,1,6,3,Kentucky,76,14,Oakland,80,0.0,"at Pittsburgh, PA"
2024,South,1,7,7,Florida,100,10,Colorado,102,0.0,"at Indianapolis, IN"
2024,South,1,8,2,Marquette,87,15,Western Kentucky,69,1.0,"at Indianapolis, IN"
2024,South,2,1,1,Houston,100,9,Texas A&M,95,1.0,"at Memphis, TN"
2024,South,2,2,12,James Madison,55,4,Duke,93,0.0,"at Brooklyn, NY"
2024,South,2,3,11,NC State,79,14,Oakland,73,1.0,"at Pittsburgh, PA"
2024,South,2,4,10,Colorado,77,2,Marquette,81,0.0,"at Indianapolis, IN"
2024,South,3,1,1,Houston,51,4,Duke,54,0.0,"at Dallas, TX"
2024,South,3,2,11,NC State,67,2,Marquette,58,1.0,"at Dallas, TX"
2024,South,4,1,4,Duke,64,11,NC State,76,0.0,"at Dallas, TX"
2024,West,1,1,1,UNC,90,16,Wagner,62,1.0,"at Charlotte, NC"
2024,West,1,2,8,Mississippi State,51,9,Michigan State,69,0.0,"at Charlotte, NC"
2024,West,1,3,5,Saint Mary's,66,12,Grand Canyon,75,0.0,"at Spokane, WA"
2024,West,1,4,4,Alabama,109,13,College of Charleston,96,1.0,"at Spokane, WA"
2024,West,1,5,6,Clemson,77,11,New Mexico,56,1.0,"at Memphis, TN"
2024,West,1,6,3,Baylor,92,14,Colgate,67,1.0,"at Memphis, TN"
2024,West,1,7,7,Dayton,63,10,Nevada,60,1.0,"at Salt Lake City, UT"
2024,West,1,8,2,Arizona,85,15,Long Beach State,65,1.0,"at Salt Lake City, UT"
2024,West,2,1,1,UNC,85,9,Michigan State,69,1.0,"at Charlotte, NC"
2024,West,2,2,12,Grand Canyon,61,4,Alabama,72,0.0,"at Spokane, WA"
2024,West,2,3,6,Clemson,72,3,Baylor,64,1.0,"at Memphis, TN"
2024,West,2,4,7,Dayton,68,2,Arizona,78,0.0,"at Salt Lake City, UT"
2024,West,3,1,1,UNC,87,4,Alabama,89,0.0,
2024,West,3,2,6,Clemson,77,2,Arizona,72,1.0,
2024,West,4,1,4,Alabama,89,6,Clemson,82,1.0,
2024,National,1,1,1,UConn,86,4,Alabama,72,1.0,
2024,National,1,2,1,Purdue,63,11,NC State,50,1.0,
2024,National,2,1,1,UConn,75,1,Purdue,60,1.0,
